FID,OBJECTID,Location,State,Water_Cont,Material,Damae_Int2,Economic,District,ID,Fail_Type,Date,Distri_,Death_,Settlemet_,Dam_Int1,Area,Triggers_,aug_trigger_class,aug_trigger_confidence,aug_severity_class,aug_exposure_context,aug_uncertainty_label,aug_missing_fields_count,aug_missing_fields,aug_failure_process_narrative,aug_planning_summary
593,594,Chittagong University, , , , , ,Chittagong,594,Topple,11/06/2007, ,0,0, ,390,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,High uncertainty,7,"State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1",Topple process involving unspecified material under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed topple record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
594,595,Chittagong University, , , , , ,Chittagong,595,Topple,11/06/2007, ,0,0, ,313,Rainfall,Rainfall,High,Moderate,Settlement or institutional exposure,High uncertainty,7,"State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1",Topple process involving unspecified material under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed topple record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
595,596,Chittagong University,Active,Wet,Soil,Nil,Nil,Chittagong,596,Flow, ,Advancing,0,0,Nil,25,Rainfall,Rainfall,High,Low,Settlement or institutional exposure,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
596,597,"Old Hospital, Chittagong University",Stabilized,Dry,Soil,Nil,Nil,Chittagong,597,Slide, ,Advancing,0,0,Nil,30,Rainfall,Rainfall,High,Low,Settlement or institutional exposure,Low uncertainty,0,,Slide process involving soil under dry with rainfall as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
597,598,"Family Well Fare Office, Rangunia",Active,Wet,Soil,Nil,Nil,Chittagong,598,Flow,15/06/2017,Advancing,0,0,Nil,19,Rainfall,Rainfall,High,Low,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
598,599,Gomra,Active,Wet,Soil,Nil,Nil,Chittagong,599,Flow,15/06/2017,Advancing,0,0,Nil,66,Rainfall,Rainfall,High,Low,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
599,600,Gomra,Active,Wet,Soil,Nil,Nil,Chittagong,600,Flow,15/06/2017,Advancing,0,0,Nil,64,Rainfall,Rainfall,High,Low,Named local slope or terrain unit,Low uncertainty,0,,Flow process involving soil under wet with rainfall as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
600,601,Gomra,Active,Wet,Soil,Nil,Low,Chittagong,601,Fall,15/06/2017,Advancing,0,2,Low,23,Rainfall,Rainfall,High,High,Settlement or institutional exposure,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
601,602,Ghagra Ranirhat,Active,Wet,Soil,Low,Low,Chittagong,602,Fall,13/06/2017,Advancing,0,0,Nil,59,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
602,603,Ghagra Ranirhat,Active,Wet,Soil,Low,Low,Chittagong,603,Fall,13/06/2017,Advancing,0,0,Nil,85,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
603,604,"Mogachari, Gabtali",Active,Wet,Soil,Low,Low,Chittagong,604,Fall,13/06/2017,Advancing,0,0,Nil,95,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
604,605,"Ranirhat, Ghagra",Active,Wet,Soil,Low,Low,Chittagong,605,Slide,13/06/2017,Advancing,0,0,Nil,22,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Slide process involving soil under wet with rainfall as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
605,606,"Ranirhat, Ghagra",Active,Wet,Soil,Low,Low,Chittagong,606,Fall,13/06/2017,Advancing,0,0,Nil,34,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
606,607,"Ranirhat, Ghagra",Active,Wet,Soil,Low,Low,Chittagong,607,Fall,13/06/2017,Advancing,0,0,Nil,20,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,Low uncertainty,0,,Fall process involving soil under wet with rainfall as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
607,608, , , , , , ,Chittagong,608,Slide,2013, ,0,0, ,393, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
608,609, , , , , , ,Chittagong,609,Slide,2013, ,0,0, ,283, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
609,610, , , , , , ,Chittagong,610,Unrecognized,2014, ,0,0, ,472, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
610,611, , , , , , ,Chittagong,611,Unrecognized,2000, ,0,0, ,391, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
611,612, , , , , , ,Chittagong,612,Unrecognized,2008, ,0,0, ,896, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Unrecognized process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
612,613, ,Active, , , , ,Chittagong,613,Unrecognized,2004, ,0,0, ,153,Rainfall,Rainfall,High,Moderate,Unspecified exposure context,High uncertainty,7,"Location, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1",Unrecognized process involving unspecified material under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
613,614, ,Active, , , , ,Chittagong,614,Unrecognized,2007, ,1,0, ,243,Rainfall,Rainfall,High,High,Unspecified exposure context,High uncertainty,7,"Location, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1",Unrecognized process involving unspecified material under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed unrecognized record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
614,615, , , , , , ,Chittagong,615,Slide,2007, ,0,0, ,409, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
615,616,AKS Brick Field,Active, , , , ,Chittagong,616,Slide,2007, ,0,0, ,301,Rainfall,Rainfall,High,Moderate,Named local slope or terrain unit,High uncertainty,6,"Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1",Slide process involving unspecified material under unrecorded moisture condition with rainfall as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
616,617,Lal Pahar, , , , , ,Chittagong,617,Slide,2014, ,0,0, ,154, ,Unknown,Low,Moderate,Named local slope or terrain unit,High uncertainty,8,"State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
617,618, , , , , , ,Chittagong,618,Fall,2012, ,0,0, ,231, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
618,619, , , , , , ,Chittagong,619,Slide,2005, ,0,0, ,611, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
619,620, , , , , , ,Chittagong,620,Slide,2005, ,0,0, ,86, ,Unknown,Low,Low,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
620,621, , , , , , ,Chittagong,621,Fall,2005, ,0,0, ,295, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
621,622, , , , , , ,Chittagong,622,Slide,2004, ,0,0, ,197, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
622,623, , , , , , ,Chittagong,623,Fall,2004, ,0,0, ,220, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
623,624, , , , , , ,Chittagong,624,Topple,2007, ,0,0, ,78, ,Unknown,Low,Low,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Topple process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed topple record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
624,625, , , , , , ,Chittagong,625,Fall,2007, ,0,0, ,471, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
625,626, , , , , , ,Chittagong,626,Fall,2007, ,0,0, ,138, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
626,627, , , , , , ,Chittagong,627,Fall,2007, ,0,0, ,77, ,Unknown,Low,Low,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
627,628, , , , , , ,Chittagong,628,Slide,2007, ,0,0, ,369, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
628,629, , , , , , ,Chittagong,629,Slide,2007, ,0,0, ,629, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
629,630, , , , , , ,Chittagong,630,Slide,2007, ,0,0, ,98, ,Unknown,Low,Low,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
630,631, , , , , , ,Chittagong,631,Slide,2007, ,0,0, ,156, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
631,632, , , , , , ,Chittagong,632,Slide,2007, ,0,0, ,129, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
632,633, , , , , , ,Chittagong,633,Fall,2007, ,0,0, ,401, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
633,634, , , , , , ,Chittagong,634,Fall,2007, ,0,0, ,1400, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
634,635, , , , , , ,Chittagong,635,Slide,2007, ,0,0, ,514, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
635,636, , , , , , ,Chittagong,636,Slide,2007, ,0,0, ,280, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
636,637, , , , , , ,Chittagong,637,Slide,2007, ,0,0, ,166, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
637,638, , , , , , ,Chittagong,638,Flow,2007, ,0,0, ,103, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
638,639, , , , , , ,Chittagong,639,Slide,2007, ,0,0, ,544, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
639,640, , , , , , ,Chittagong,640,Slide,2007, ,0,0, ,384, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
640,641, , , , , , ,Chittagong,641,Fall,2007, ,0,0, ,592, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
641,642, , , , , , ,Chittagong,642,Flow,2007, ,0,0, ,207, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
642,643, , , , , , ,Chittagong,643,Flow,2007, ,0,0, ,419, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
643,644, , , , , , ,Chittagong,644,Slide,2007, ,0,0, ,209, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
644,645, , , , , , ,Chittagong,645,Slide,2007, ,0,0, ,151, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
645,646, , , , , , ,Chittagong,646,Flow,2007, ,0,0, ,123, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
646,647, , , , , , ,Chittagong,647,Slide,2007, ,0,0, ,594, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
647,648, , , , , , ,Chittagong,648,Slide,2007, ,0,0, ,636, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
648,649, , , , , , ,Chittagong,649,Slide,2007, ,0,0, ,249, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
649,650, , , , , , ,Chittagong,650,Slide,2017, ,0,0, ,217, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
650,651, , , , , , ,Chittagong,651,Flow,2007, ,0,0, ,242, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Flow process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed flow record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
651,652, , , , , , ,Chittagong,652,Fall,2017, ,0,0, ,128, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
652,653, , , , , , ,Chittagong,653,Slide,2015, ,0,0, ,346, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
653,654, , , , , , ,Chittagong,654,Fall,2015, ,0,0, ,538, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Fall process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed fall record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
654,655, , , , , , ,Chittagong,655,Slide,2007, ,0,0, ,546, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
655,656, , , , , , ,Chittagong,656,Slide,2007, ,0,0, ,657, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
656,657, , , , , , ,Chittagong,657,Slide,2007, ,0,0, ,198, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
657,658, , , , , , ,Chittagong,658,Slide,2007, ,0,0, ,841, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
658,659, , , , , , ,Chittagong,659,Slide,2007, ,0,0, ,924, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
659,660, , , , , , ,Chittagong,660,Slide,2005, ,0,0, ,1420, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
660,661, , , , , , ,Chittagong,661,Slide,2004, ,0,0, ,196, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
661,662, , , , , , ,Chittagong,662,Slide,2001, ,0,0, ,1673, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
662,663, , , , , , ,Chittagong,663,Slide,2001, ,0,0, ,660, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
663,664, , , , , , ,Chittagong,664,Slide,2004, ,0,0, ,4097, ,Unknown,Low,Moderate,Unspecified exposure context,High uncertainty,9,"Location, State, Water_Cont, Material, Damae_Int2, Economic, Distri_, Dam_Int1, Triggers_",Slide process involving unspecified material under unrecorded moisture condition with unknown as the interpreted trigger context.,Observed slide record in Chittagong; use as an empirical event with GPT generated descriptors only for interpretation and planning support.
